id,title,genre,imdb_link,plot,poster_path
5878,Talk to Her,"Drama, Mystery, Romance",tt0287467,"After a chance encounter at a theater, two men, Benigno and Marco, meet at a private clinic where Benigno works. Lydia, Marco's girlfriend and a bullfighter by profession, has been gored and is in a coma. It so happens that Benigno is looking after another woman in a coma, Alicia, a young ballet student. The lives of the four characters will flow in all directions, past, present and future, dragging all of them towards an unsuspected destiny.",data/posters/5878-talk-to-her.jpeg
7772,Undercurrent,"Drama, Film-Noir, Thriller",tt0039066,Middle-aged bride Ann Hamilton soon begins to suspect that her charming husband is really a psychotic who plans to murder her.,data/posters/7772-undercurrent.jpeg
1341,Burnt Offerings,"Horror, Mystery, Thriller",tt0074258,"Ben and Marian Rolf rent a grand old country mansion as a summer getaway for themselves, their twelve year old son Davey, and Ben's Aunt Elizabeth. They feel they can't turn down the rent deal offered to them by the house's owners, siblings Roz and Arnold Allardyce, despite some reservations. First amongst those reservations, they are to take care of the house on their own, which Ben feels is too big a job, especially for Marian and the interior housekeeping. In Marian's words, the large size of the house is a ""waste"". And second and perhaps more important amongst those reservations, the Allardyces' aged mother will be staying in her room at the house, the Rolfs who are to provide a tray of food left outside her room three times a day, which Marian vows to take care of on her own, with no other members of the family to go into that isolated wing of the house so as not to disturb Mrs. Allardyce's peace. Upon their arrival at the house for the first day of their stay, they find a note from Roz and Arnold stating that they had to leave on an emergency, only with the necessary keys enclosed with no address or telephone number where they can be reached. As the summer progresses, the family members individually begin to exhibit unusual and unexplainable behavior, and unusual and unexplainable things start happening around the house. The strongest behavior ends up being Marian's total focus on renewing the house into what she says she wants it to be, or so she implies she is doing. These occurrences threaten both the loving family dynamic as well as the individual lives of the four. The answers to what is happening may be who or what lies behind the closed and often locked door of Mrs. Allardyce's bedroom.",data/posters/1341-burnt-offerings.jpeg
3660,Puppet Master,"Fantasy, Horror, Sci-Fi, Thriller",tt0098143,Neil Gallagher found the secret to Toulon's puppets who come to life and then killed himself. Alex and his psychic friends come to investigate and are stalked by Toulon's puppets who have a variety of strange traits including a drill for a head and the ability to spit up leeches.,data/posters/3660-puppet-master.jpeg
2409,Rocky II,"Drama, Sport",tt0079817,"Rocky Balboa is enjoying life. He has a lovely wife, Adrian, had a successful fight with Apollo Creed and is able to enjoy the money he earned from the fight and a new endorsement deal. Unfortunately, Rocky becomes embarrassed when failing to complete an advert and ends up working in a meat packing company. He believes that he will no longer have a career as a boxer. Apollo wants to rematch with Rocky to prove all his critics wrong that he can beat Rocky. Can Rocky once again have a successful fight?",data/posters/2409-rocky-ii.jpeg
4722,All Over the Guy,"Comedy, Romance",tt0250202,"""All Over The Guy"" is a contemporary romantic comedy about the quest to find the ""one"" when ""the one"" doesn't know he's the ""one."" It explores the unlikely pairing of two 20-somethings thrown together by their respective best friends in hopes of igniting their own romance. They do everything they can to NOT fall in love, but finally they overcome the dysfunction of their parents and surrender to their hearts.",data/posters/4722-all-over-the-guy.jpeg
36525,Just Like Heaven,"Comedy, Drama, Fantasy, Romance",tt0425123,"Elizabeth Masterson, a dedicated doctor in San Francisco, had almost no time for anything. When her sister with two kids set her up on a date, she gets into a tragic car crash and goes into a coma. Meanwhile, a landscape architect named David Abbott moves to San Francisco and, coincidentally, into Elizabeth's apartment for rent. While at the apartment, Elizabeth's spirit haunts him. She doesn't remember who she is, who her family is or what she did - All that she remembered was her apartment and where everything was. To settle the arguments, David agrees to figure out who Elizabeth really is. When they get close to figuring out who she is, they eventually find love with one another and as they finally know who she really is, they learn that fate really has put them both together.",data/posters/36525-just-like-heaven.jpeg
4014,Chocolat,"Drama, Romance",tt0241303,"When a single mother and her six-year-old daughter move to rural France and open a chocolate shop - with Sunday hours - across the street from the local church, they are met with some skepticism. But as soon as they coax the townspeople into enjoying their delicious products, they are warmly welcomed.",data/posters/4014-chocolat.jpeg
5379,The Believer,Drama,tt0247199,"""The Believer"" explores a Jewish student's private journey to understand the meaning of Judaism in his life. Set in New York City, the Plot follows a morally confused young adult struggling with the conflict between his beliefs and his heritage. ""The Believer"" examines themes of religion, family, and self-loathing. It is a psychological examination into the forces of intolerance, both on the individual and society as a whole.",data/posters/5379-the-believer.jpeg
8014,"Spring, Summer, Fall, Winter... and Spring","Drama, Romance",tt0374546,"In the midst of the Korean wilderness, a Buddhist master patiently raises a young boy to grow up in wisdom and compassion, through experience and endless exercises. Once the pupil discovers his sexual lust, he seems lost to contemplative life and follows his first love, but soon fails to adapt to the modern world, gets in jail for a crime of passion and returns to the master in search of spiritual redemption and reconciliation with karma, at a high price of physical catharsis...",data/posters/8014-spring-summer-fall-winter-and-spring.jpeg
150,Apollo 13,"Adventure, Drama, History",tt0112384,"Based on the true story of the ill-fated 13th Apollo mission bound for the moon. Astronauts Lovell, Haise and Swigert were scheduled to fly Apollo 14, but are moved up to 13. It's 1970, and The US has already achieved their lunar landing goal, so there's little interest in this ""routine"" flight.. until that is, things go very wrong, and prospects of a safe return fade.",data/posters/150-apollo-13.jpeg
3531,All the Vermeers in New York,"Comedy, Drama, Romance",tt0099014,"Anna, a French actress, is approached by financial broker Gordon in the Vermeer room of a New York gallery. However, romance does not ensue...",data/posters/3531-all-the-vermeers-in-new-york.jpeg
1971,A Nightmare on Elm Street 4: The Dream Master,Horror,tt0095742,"Following up the previous Nightmare film, the dream demon Freddy Krueger is resurrected from his apparent demise, and rapidly tracks down and kills all three of the surviving Elm Street kids. However, Kristen (who has the ability to draw others into her dreams) wills her special ability to her friend Alice before her demise. Afterwords, Alice soon realizes that Freddy is taking advantage of that unknown power she now wields to pull a new group of teenage children into his foul domain.",data/posters/1971-a-nightmare-on-elm-street-4-the-dream-master.jpeg
36931,New Police Story,"Action, Crime, Drama, Thriller",tt0386005,"Inspector Wing of the Hong Kong Police Force has become the victim of a gang, led by the evil Joe. When his entire team is killed, Wing becomes a hapless drunk, feeling guilty for the deaths of his team. A young man with a troubled past pretends to be a police officer working on the case with Wing, to get him back on his feet and begin an adventure to get revenge on the evil Joe and his Gang of Five, especially when it becomes personal.",data/posters/36931-new-police-story.jpeg
4167,15 Minutes,"Action, Crime, Drama, Thriller",tt0179626,"When Eastern European criminals Oleg and Emil come to New York City to pick up their share of a heist score, Oleg steals a video camera and starts filming their activities, both legal and illegal. When they learn how the American media circus can make a remorseless killer look like the victim and make them rich, they target media-savvy NYPD Homicide Detective Eddie Flemming and media-naive FDNY Fire Marshal Jordy Warsaw, the cops investigating their murder and torching of their former criminal partner, filming everything to sell to the local tabloid TV show ""Top Story.""",data/posters/4167-15-minutes.jpeg
7984,From Beyond,"Horror, Sci-Fi",tt0091083,"Dr. Edward Pretorius and his assistant, the physician Crawford Tillinghast, have developed the Resonator, a machine to stimulate the sixth sense through the pineal gland. When Crawford activates the apparatus, he sees creatures flying in the air and he summons Dr. Pretorius. The experiment goes out of control and Dr. Pretorius refuses to turn off the Resonator. Meanwhile their neighbor calls the police, and when the police officers arrive, they see Crawford trying to escape from his house and Dr. Pretorius beheaded. Crawford is sent to a mental institution under the supervision of the sadistic Dr. Bloch. However, the prominent psychiatrist Dr. Katherine McMichaels requests the custody of Crawford and Detective Bubba Brownlee that is investigating the case stays with them. Katherine goes with Crawford and Bubba to see the Resonator and turns the machine on. Dr. Pretorius returns in a mutant shape and attacks them, in the beginning of a gore night with weird life forms.",data/posters/7984-from-beyond.jpeg
3189,My Dog Skip,"Comedy, Drama, Family",tt0156812,"A shy boy is unable to make friends in Yazoo City, Mississippi in 1942, until his parents give him a terrier puppy for his ninth birthday. The dog, which he names Skip, becomes well known and loved throughout the community and enriches the life of the boy, Willie, as he grows into manhood. Based on the best-selling Mississippi memoir by the late Willie Morris.",data/posters/3189-my-dog-skip.jpeg
1413,The Whole Wide World,"Biography, Drama, Romance",tt0118163,"In Texas in the 1930s, young schoolteacher Novalyne Price meets a handsome, eccentric, interesting young man named Robert Howard. He's a successful writer - of the pulp stories of 'Conan the Barbarian'; she's an aspiring one. A friendship develops into a sort of courtship. Based on a memoir by Novalyne Price.",data/posters/1413-the-whole-wide-world.jpeg
5410,Silent Running,"Drama, Sci-Fi",tt0067756,"In a future Earth barren of all flora and fauna, the planet's ecosystems exist only in large pods attached to spacecraft. When word comes in that the pods are to be jettisoned into space and destroyed, most of the crew of the Valley Forge rejoice at the prospect of going home. Not so for botanist Freeman Lowell, who loves the forest and its creatures. He kills his colleagues taking the ship deep into space. Alone on the craft with his only companions being three small robots, Lowell revels in joys of nature. When colleagues appear to ""rescue"" him, he realizes he has only one option available to him.",data/posters/5410-silent-running.jpeg
6565,Seabiscuit,"Drama, History, Sport",tt0329575,"It's the Depression, and everyone needs to hold onto a dream to get them through the bad times. Car maker Charles Howard is no different, he who is trying to rebuild his life after the tragic death of his only child and the resulting end of his first marriage. With second wife Marcela at his side, Charles wants to get into horse racing and ends up with a team of underdogs who are also chasing their own dream. The first is trainer Tom Smith, who has a natural instinct to spot the capabilities of horses. The second is the horse Tom chooses for Charles, Seabiscuit, an unconventional choice as despite his pedigreed lineage, Seabiscuit is small at fifteen and a half hands tall with a slight limp. But Tom can see something in Seabiscuit's nature to make him a winner, if only Seabiscuit can be retrained from his inbred losing ways. And third is the jockey they decide to hire, Johnny ""Red"" Pollard, so nicknamed because of his hair color. Like Tom, Red has always shown a natural way with horses, but a difficult upbringing due solely to the Depression has made Red an angry young man, which has gotten him into trouble both on and off the track. And he is large for a jockey, and thus he always feels the need to battle the weight issue. Another common trait between Tom, Seabiscuit and Red is that they have been called crazy by those in traditional horse racing circles. Against the odds, Seabiscuit, with his human team behind him, does show his winning abilities and captures the imagination of all those others wanting to believe in a dream. But Seabiscuit's victories are at smaller races. As such, Charles aims high and wants Seabiscuit to race Triple Crown winner War Admiral, who by all accounts is a winner and should be a winner. If given the chance to race against War Admiral (whose owner doesn't want to race as he feels he has nothing to prove), will Seabiscuit and his team continue to keep the dreams of the common Americans alive? Through the good and the bad, especially as Red and Seabiscuit face mirroring problems, they all have to decide what is in their collective best interest.",data/posters/6565-seabiscuit.jpeg
2568,The Mod Squad,"Action, Crime, Thriller",tt0120757,"Three minor delinquints (Danes, Ribisi, and Epps) are recruited by a cop (Farina) working undercover to bust a cop/drug ring. When the officer who recruited them is killed, they go above and beyond the call of duty to solve the murder; and bust the drug ring. Suffering the jibes, and ridicule of fellow officers; they struggle to save their names, and that of their deceased benefactor.",data/posters/2568-the-mod-squad.jpeg
3649,American Gigolo,"Crime, Drama, Mystery, Romance, Thriller",tt0080365,"Julian makes a lucrative living as an escort to older women in the Los Angeles area. He begins a relationship with Michelle, a local politician's wife, without expecting any pay. One of his clients is murdered and Detective Sunday begins pumping him for details on his different clients, something he is reluctant to do considering the nature of his work. Julian begins to suspect he's being framed. Meanwhile Michelle begins to fall in love with him.",data/posters/3649-american-gigolo.jpeg
5187,Hopscotch,"Adventure, Comedy",tt0080889,"CIA agent Miles Kendig decides to get out of 'the game' and to ensure he's left alone he threatens to send his memoirs to the world's intelligence agencies. When the CIA doesn't believe him, he calls their bluff and starts writing and sending out chapters one by one. Realizing that their operations would be compromised, the CIA (led by Myerson and Cutter) set out to put an end to Kendig's plan by whatever means necessary. The heart of the movie follows a game of cat and mouse between a fumbling CIA and an artful Kendig.",data/posters/5187-hopscotch.jpeg
5562,Snipes,"Action, Drama, Music, Mystery, Thriller",tt0275688,"Erik is an ambitious teenager who spends more time posting fliers for his favorite rapper, Prolifik, than sitting in the classroom. When he and his best friend stumble across a dead body one night, they trigger a series of tragic events.",data/posters/5562-snipes.jpeg
4921,Little Women,"Drama, Family, Romance, War",tt0024264,"Little Women is a ""coming of age"" drama tracing the lives of four sisters: Meg, Jo, Beth and Amy. During the American Civil War, the girls father is away serving as a minister to the troops. The family, headed by thier beloved Marmee, must struggle to make ends meet, with the help of their kind and wealthy neighbor, Mr. Laurence, and his high spirited grandson Laurie.",data/posters/4921-little-women.jpeg
1228,Raging Bull,"Biography, Drama, Sport",tt0081398,"When Jake LaMotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. But when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. Though LaMotta wants his family's love, something always seems to come between them. Perhaps it's his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone.",data/posters/1228-raging-bull.jpeg
36535,Everything Is Illuminated,"Comedy, Drama",tt0404030,"Jewish-American writer Jonathan Safran Foer is a collector of his family's memorabilia, although most of the items, some which he takes without asking, would not be considered keepsakes by the average person. He places most of those items in individual Ziploc bags, and hangs them on his keepsake wall under the photograph of the person to who it is most associated. He has this compulsion in an effort to remember. He is able to tie a photograph that he receives from his grandmother, Sabine Foer, on her deathbed - it of his grandfather, Safran Foer, during the war in the Ukraine, and a young woman he will learn is named Augustine - back to a pendant he stole from his grandfather on his deathbed in 1989, the pendant of a glass encased grasshopper. Learning that Augustine somehow saved his grandfather's life leads to Jonathan going on a quest to find out the story at its source where the photograph was taken, in a now non-existent and probably largely forgotten town called Trachimbrod that was razed by the Nazis during the war, he armed only with his limited knowledge, the pendant, his grandfather's Star of David necklace, the photograph, tip ""money"", and an old and largely outdated map. Prior to arriving in the Ukraine, Jonathan prearranges the guide services of Odessa-based Heritage Tours, which specializes in helping Jewish expats discover their past. The company is owned and operated by three generations of the Alexander Perchov family, who generally think Jewish people are stupid for wanting to revisit their past, and spend large sums of money for their services in doing so. The three from Heritage assigned to Jonathan's file are: the company founder Alexander I (""Grandpa""), the retired, non-blind blind man who will be the driver; his ""seeing eye"" dog, Sammy Davis Jr. Jr., a deranged bitch of a dog; and Alexander III (""Alex""), a western pop cultural loving young man, whose broken English will need to suffice for translation. Jonathan will learn that his guides are a loving but dysfunctional lot who have little interest in helping him beyond taking his money. But during their time together, this quest will affect Jonathan, Grandpa and Alex in different ways, all tied to the value of remembering.",data/posters/36535-everything-is-illuminated.jpeg
1649,"Fast, Cheap & Out of Control",Documentary,tt0119107,"What do an elderly topiary gardener, a retired lion tamer, a man fascinated by mole rats, and a cutting-edge robotics designer have in common? Both nothing and everything in this unconventional documentary directed by Erroll Morris. Fast, Cheap & Out of Control (Referring to the robot specialist's strange philosophy of robot design structure, not Erroll Morris's documentary techniques!) interplays, overlaps, and interrelates these four separate and highly specialized documentary subjects in order to in truth study all of humanity, raising questions about the future of mankind.",data/posters/1649-fast-cheap--out-of-control.jpeg
2472,Tough Guys,"Comedy, Crime",tt0092105,"Harry and Archie are released from prison ready to collect their Social Security. How could they get into trouble at their age? Let's count the ways; A parole officer who is a famous criminal groupie, Dead end where people don't know they are dealing with dangerous, though older, criminals, a hit man who can barely see, but who still has an outstanding contract on them. Does anyone still rob trains?",data/posters/2472-tough-guys.jpeg
1318,Blue Juice,"Comedy, Drama, Romance, Sport",tt0112537,"JC is at the end of his Twenties and is living with his girlfriend Chloe in a small coastal town in England. He is a surfer legend and some day, three of his friends show up, including Terry who is about to get married. While he is supposed to have the last good time in his life, Josh (a successful Techno music producer) tries to figure out what type of music he likes most and Dean, who sells drugs on a regular basis, must face the fact that his life is not what he would like it to be. JC has his own problems with Chloe: Will he stay with her and run a surfer coffee shop or travel around the world without her?",data/posters/1318-blue-juice.jpeg
2629,The Love Letter,"Comedy, Drama, Romance",tt0166252,"The power of words and images to open hearts. Helen runs, miles a day, to burn off energy: she's an emotional celibate. Going through the post at her shop, she finds a romantic and poetic letter between the couch cushions, unsigned, and thinks it's for her. It melts her resistance to feelings, and soon she undertakes an affair with Johnny, a collegiate employee. (He sees the letter and thinks she wrote it to him; he quotes some of it, so she thinks he wrote it to her.) In the background are Helen's long-time friend, George, who loves her, and her mother who abruptly left on a long trip months' before. Discovering who actually wrote the letter brings insight and promise.",data/posters/2629-the-love-letter.jpeg
2398,Miracle on 34th Street,"Comedy, Drama, Family",tt0039628,"At the Macy's Department Store Thanksgiving Day parade, the actor playing Santa is discovered to be drunk by a whiskered old man. Doris Walker, the no nonsense special events director, persuades the old man to take his place. The old man proves to be a sensation and is quickly recruited to be the store Santa at the main Macy's outlet. While he is successful, Ms. Walker learns that he calls himself Kris Kringle and he claims to be the actual Santa Claus. Despite reassurances by Kringle's doctor that he is harmless, Doris still has misgivings, especially when she has cynically trained herself, and especially her daughter, Susan, to reject all notions of belief and fantasy. And yet, people, especially Susan, begin to notice there is something special about Kris and his determination to advance the true spirit of Christmas amidst the rampant commercialism around him and succeeding in improbable ways. When a raucous conflict with the store's cruelly incompetent psychologist erupts, Kris finds himself held at Bellevue where, in despair, he deliberately fails a mental examination to ensure his commitment. All seems lost until Doris' friend, Fred Gaily, reassures Kris of his worth and agrees to represent him in the fight to secure his release. To achieve that, Fred arranges a formal hearing in which he argues that Kris is sane because he is in fact Santa Claus. What ensues is a bizarre hearing in which people's beliefs are reexamined and put to the test, but even so, it's going to take a miracle for Kris to win.",data/posters/2398-miracle-on-34th-street.jpeg
2779,Heaven Can Wait,"Comedy, Fantasy, Romance, Sport",tt0077663,"Joe Pendleton is a football quarterback preparing to lead his team to the Superbowl when he is almost killed in an accident. An overanxious angel plucks him to heaven only to discover that he was not ready to die, and that his body has been cremated. Another body must be found without his death being discovered, and that of a recently murdered millionaire is chosen. His wife and accountant, the murderers, are confused by this development, as he buys the Los Angeles Rams in order to once again quarterback them into the Superbowl. At the same time, he falls in love with an English environmental activist who disapproves of his policies and actions.",data/posters/2779-heaven-can-wait.jpeg
8338,Black Narcissus,Drama,tt0039192,"Sister Clodagh, currently posted at the Convent of the Order of the Servants of Mary in Calcutta, has just been appointed the Sister Superior of the St. Faith convent, making her the youngest sister superior in the order. The appointment is despite the reservations of the Reverend Mother who believes Sister Clodagh not ready for such an assignment, especially because of its isolated location. The convent will be a new one located in the mountainside Palace of Mopu in the Himalayas, and is only possible through the donation by General Todo Rai of Mopu - ""The Old General"" - of the palace, where the Old General's father formerly kept his concubines. On the Old General's directive, the convent is to provide schooling to the children and young women, and general dispensary services to all native residents who live in the valley below the palace. Accompanying Sister Clodagh will be four of the other nuns, each chosen for a specific reason: Sister Briony for her strength, Sister Phillipa who is to tend to the garden for food, Sister Blanche - more commonly referred to as Sister Honey - for her general ability to spread happiness, and troubled Sister Ruth, who the Reverend Mother believes will truly find her faith from the change in locale. The palace comes with an elderly female caretaker, slightly off kilter Angu Ayah, and a holy man who meditates in solitude and silence outside the palace grounds night and day, he who is not to be disturbed. The General also provides a young boy, six year old Joseph Anthony, the General's cook's son, who will live at the convent to provide translation services. But the sisters' primary liaison to the General and the outside world is his agent, native Brit Mr. Dean, which may prove to be problematic in his gender and doing any work around the convent. Sister Clodagh faces early challenges in feeling the need to accept two people to the convent: seventeen year old Kanchi, who is pushing the boundaries of her sexuality; and the Old General's son, the ""Young General"", who wants the same educational opportunities, if not better, than that offered to his female counterparts. Beyond these issues, each of the sisters is challenged by this posting, from the cultural differences, to the isolation, to the general openness of their environment. Sister Clodagh, as the leader, feels that she has no one to turn to in her confusion, her thoughts turning back to her time in Ireland before joining the order and her love for a young man named Con that was partly the reason for her decision to devote her life to God. But it is Sister Ruth whose issues may be the most problematic as she is becoming unhinged in her growing romantic obsession with Mr. Dean, especially as jealousy emerges in she also believing that Sister Clodagh is falling in love with him as well, which may or may not be the case.",data/posters/8338-black-narcissus.jpeg
261,Little Women,"Drama, Family, Romance",tt0110367,"Louisa May Alcott's autobiographical account of her life with her three sisters in Concord, Massachusetts in the 1860s. With their father fighting in the American Civil War, sisters Jo, Meg, Amy and Beth are at home with their mother, a very outspoken women for her time. The story tells of how the sisters grow up, find love and find their place in the world.",data/posters/261-little-women.jpeg
4792,13 Ghosts,"Horror, Mystery",tt0053559,"Reclusive Dr. Zorba has died and left his eerie mansion to his penniless nephew Cyrus Zorba and his family. Along with the house, the Zorba family has also inherited the occultist's collection of 12 ghosts, who can only be seen through Zorba's special goggles. The family members, their lives at risk upon the discovery that Dr. Zorba's fortune lies hidden somewhere in the house, receive aid from unexpected quarters as the threat to their lives is revealed.",data/posters/4792-13-ghosts.jpeg
6027,Dogfight,"Comedy, Drama, Romance",tt0101748,"In 1963, the night before the 18 years old ""Birdlace"" Eddie and his friends are shipped to Vietnam. They play a dirty game called 'Dogfight': all of them seek a woman for a party, and who finds the most ugly one, wins a prize. Eddie finds the lonesome pacifist Rose working in a coffee shop. She's happy to accompany him - but then she sees through the game. However by this time he already learned to like her, so he follows her home. Will he manage to win her heart despite their differences?",data/posters/6027-dogfight.jpeg
69,Friday,"Comedy, Drama",tt0113118,"It is Friday and Craig Jones (Ice Cube) is unemployed, having, yesterday, been fired. He is lounging around his house with his friend Smokey (Chris Tucker), a rather incompetent weed dealer. Smokey's problem is that he tends to smoke, rather than sell, his product. This has lead to trouble with Smokey's supplier, Big Worm, who now wants his money, or his product back, or Smokey is a dead man. Then there's Deebo, the local bully, plus Craig's jealous, psychotic girlfriend, Joi, and Debbie, the neighbour Craig has a crush on. A lot can happen while lounging around your house on a Friday.",data/posters/69-friday.jpeg
8955,Undertow,"Drama, Thriller",tt0360130,"Following the death of his wife Audrey, John Munn moves with his two sons, mid-teen Chris Munn and adolescent Tim Munn, to a pig farm in rural Drees County, Georgia, where they lead a reclusive life. The boys' maternal grandparents no longer visit due to being out of sorts with John. Chris is rebelling against this life in ways where he is regularly picked up by the police. Because of Tim's young age and health issues, Chris is routinely asked by their father to do more than his fair share of work around the farm. Into their lives returns Deel Munn, John's brother who the two boys did not even know existed. John emotionally distanced himself from Deel following Audrey's death and Deel's incarceration, Deel who has just been released from prison. John, however, welcomes his brother in a effort to mend old wounds, and for the boys to get to know one of their few relations. They will all soon learn that Deel has ulterior motives for his visit, those motives emerging largely from those wounds, and which has the boys fighting for their own survival in more ways than one.",data/posters/8955-undertow.jpeg
6691,Dust,"Drama, Romance, Western",tt0243232,"Two parallel tales of redemption, a century apart. A burglar is held at gunpoint and forced to listen to a story. At the turn of the 20th Century, two brothers feud over a woman. She marries one; the other, Luke, a deadly gunslinger, becomes a soldier of fortune in Macedonia, and gets embroiled in a local revolution. He's after money. Wounded by his brother, he's nursed by a pregnant villager who urges him to ""kill for good, not for gold."" A dying old woman in modern Manhattan tells Luke's story; her listener is Edge, a young thief who's burgled her flat to pay off crooked cops who can send him to jail. He listens with the desperate hope that he'll find gold that he thinks she has. The stories intersect when Edge sorts out the old woman's surprising connection to Luke.",data/posters/6691-dust.jpeg
7366,Jersey Girl,"Comedy, Drama, Romance",tt0300051,"Ollie Trinkie is a publicist, who has a great girlfriend, Gertrude, whom he marries and they are expecting a baby but while he is looking forward to being a father, he doesn't lighten his workload. Gertrude gives birth but dies in the process. Ollie doesn't live up to his responsibilities as a father. Eventually the strain and pressure of losing his wife and being a father gets to him and he has breakdown, which leads to his termination. So with nothing much to do he tries to be good father to his daughter, Gertie. He also meets a young woman name Maya, who likes him but he is still not over his wife.",data/posters/7366-jersey-girl.jpeg
42738,Underworld: Evolution,"Action, Fantasy, Thriller",tt0401855,"Underworld: Evolution continues the saga of war between the vampires and the Lycans. The film goes back to the beginnings of the ancient feud between the two tribes as Selene, the beautiful vampire heroine, and Michael, the lycan hybrid, try to unlock the secrets of their bloodlines. This will be a modern tale of action, intrigue and forbidden love, which takes them into the battle to end all wars as the immortals must finally face their retribution.",data/posters/42738-underworld-evolution.jpeg
8372,Garfield,"Animation, Comedy, Family, Fantasy",tt0356634,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition. One night Odie runs away and gets dog-napped after Garfield locks him outside. Garfield, in an out of character move, goes to search for and rescue Odie with the help of a variety of animal friends along the way.",data/posters/8372-garfield.jpeg
48638,Fellini's Casanova,"Biography, Drama, History, Romance",tt0074291,"The myth of Giacomo Casanova, the notorious womanizer is presented as a pitiable and terrifying figure. A sex scandal lands him in prison, but an escape to Paris provides him a new lease of life.",data/posters/48638-fellinis-casanova.jpeg
