id,title,genre,imdb_link,plot,poster_path
107,Muppet Treasure Island,"Action, Adventure, Comedy, Family, Musical, Romance",tt0117110,The Muppets are back into action in another movie based on a novel written by Robert Louis Stevenson. Kermit the Frog and his colleagues go on a warfare against ruthless pirates. They also share their problem-solving journey on sea to rescue a treasure.,data/posters/107-muppet-treasure-island.jpeg
108,Catwalk,Documentary,tt0112646,"A camera follows model Christy Turlington through the spring fashion shows in Milan, Paris, and New York one year in the early 1990s, probably 1992. She and others dash from one designer's unveilings to another. Extended footage looks at Versace and Armani in Milan, Galliano, Gaultier, and Langerfeld in Paris, and Isaac Mizrahi in New York. With Kate Moss, Naomi Campbell, and Turlington, we see the nature of friendships among models. With the engaging Mizrahi in particular, there's some exploration of the relationship between designer and models.",data/posters/108-catwalk.jpeg
110,Braveheart,"Biography, Drama, History, War",tt0112573,"William Wallace is a Scottish rebel who leads an uprising against the cruel English ruler Edward the Longshanks, who wishes to inherit the crown of Scotland for himself. When he was a young boy, William Wallace's father and brother, along with many others, lost their lives trying to free Scotland. Once he loses another of his loved ones, William Wallace begins his long quest to make Scotland free once and for all, along with the assistance of Robert the Bruce.",data/posters/110-braveheart.jpeg
111,Taxi Driver,"Crime, Drama",tt0075314,"Travis Bickle is an ex-Marine and Vietnam War veteran living in New York City. As he suffers from insomnia, he spends his time working as a taxi driver at night, watching porn movies at seedy cinemas during the day, or thinking about how the world, New York in particular, has deteriorated into a cesspool. He's a loner who has strong opinions about what is right and wrong with mankind. For him, the one bright spot in New York humanity is Betsy, a worker on the presidential nomination campaign of Senator Charles Palantine. He becomes obsessed with her. After an incident with her, he believes he has to do whatever he needs to make the world a better place in his opinion. One of his priorities is to be the savior for Iris, a twelve-year-old runaway and prostitute who he believes wants out of the profession and under the thumb of her pimp and lover Matthew.",data/posters/111-taxi-driver.jpeg
112,Rumble in the Bronx,"Action, Comedy, Crime, Thriller",tt0113326,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. Meanwhile, one of those petty thugs in the local gang stumbles into a criminal situation way over his head. Blinded by greed, his involvement draws his gang, the kid, Keong, and the whole neighborhood into a deadly crossfire. When the lazy cops fail to successfully resolve matters, Keong takes things into his own hands. Needless to say, much spectacular kung-fu and outrageous action sequences follow....",data/posters/112-rumble-in-the-bronx.jpeg
113,Before and After,"Crime, Drama, Mystery",tt0115645,"When teenage son Jacob is being accused of murdering his girlfriend, the well-respected and close-knit Ryan family is in turmoil. Jacob flees, father Ben destroys possible evidence, the village community turns hostile and mother Carolyn is forced to temporarily close her doctor's practice. Then Jacob gets arrested and soon finds himself and his family entangled in a web of truth, trust and lies, all on his way to court.",data/posters/113-before-and-after.jpeg
116,Anne Frank Remembered,"Documentary, Biography, War",tt0112373,"Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust.",data/posters/116-anne-frank-remembered.jpeg
117,The Young Poisoner's Handbook,"Crime, Drama",tt0115033,"This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes interested in science, especially chemistry, and begins to read avidly. Something of a social misfit, he is fascinated by morbid subjects such as poisons and murder. His family environment is intolerable to him and, in particular, his stepmother torments him. He decides to poison those who annoy him, first with antimony and later with thallium. He smugly thinks himself cleverer than all those around him, but nevertheless he is caught and sentenced to 'rehabilitation' at a psychiatric institution. Once there, he undertakes to deceive the new eminent psychiatrist sent there to 'cure' him, thereby securing his release.",data/posters/117-the-young-poisoners-handbook.jpeg
118,If Lucy Fell,"Comedy, Romance",tt0116606,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge.",data/posters/118-if-lucy-fell.jpeg
119,Steal Big Steal Little,Comedy,tt0114536,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love.",data/posters/119-steal-big-steal-little.jpeg
121,The Boys of St. Vincent,Drama,tt0106473,"This movie is based on actual events, but it says it is not all about one specific incident. It documents St. Vincent's Orphanage in Canada, where many of the boys suffer physical, emotional, and sexual abuse at the hands of the brothers who run the facility. When the stories are surfaced and a police investigation is begun, religious and political groups work to silence the story to keep it from reaching the public.",data/posters/121-the-boys-of-st-vincent.jpeg
122,Boomerang,"Comedy, Drama, Romance",tt0103859,"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger, he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatized by this, his work goes badly downhill. But then, Jacqueline's more quietly attractive assistant, Angela, who has been dating Marcus' best friend, shows herself more than a little concerned by his perilous state.",data/posters/122-boomerang.jpeg
123,Chungking Express,"Comedy, Crime, Drama, Mystery, Romance",tt0109424,"Wong Kar-Wai's movie about two love-struck cops is filmed in impressionistic splashes of motion and color. The first half deals with Cop 223, who has broken up with his girlfriend of five years. He purchases a tin of pineapples with an expiration date of May 1 each day for a month. By the end of that time, he feels that he will either be rejoined with his love or that it too will have expired forever. The second half shows Cop 663 dealing with his breakup with his flight attendant girlfriend. He talks to his apartment furnishings until he meets a new girl at a local lunch counter.",data/posters/123-chungking-express.jpeg
125,Flirting with Disaster,Comedy,tt0116324,"Mel Coplin departs on a mission of discovery dragging his wife and 4 month old son behind. He and wife, Nancy, won't agree on a name for their son until adopted Mel gets in touch with his roots. He assures her that once he knows who he really is, the right name for their boy will be a snap. Enlisting the aid of student-psychologist and part-time adoption agent, Tina Kalb, they embark on a journey across the United States to find Mel's ""birth"" mother. ""The best part,"" Mel tells Nancy, ""is it's all free."" Tina is finishing her dissertation and will film the happy reunion of mother and child as part of her research. For this privilege, she's footing the bill. His adoptive parents are left behind feeling abandoned by an ungrateful son. Clerical errors, mistaken identities, Nancy's misplaced high school friend and his gay lover, and a super-charged libido here and there are thrown into the mix along the way until -- at last -- Mel's real parents, the Schlictings (mispronounced as ""Shit-kings"" by Mrs. Coplin), are discovered in remote New Mexico. There, Mel begins to wonder if he would have been better off not knowing these people, after all.",data/posters/125-flirting-with-disaster.jpeg
126,The NeverEnding Story III,"Adventure, Comedy, Family, Fantasy",tt0110647,"Bastian's dream to get a sibling becomes true when his father re-marries, but soon he has trouble with his new stepsister Nicole and with a gang of school bullies, the Nasties. Hiding in the school library, Bastian finds his favorite book of THE NEVERENDING STORY, where it is later found by Slip, the gang leader. The latter recognizes the power of the book and begins to form Fantasia after his bad intentions. When the chaos becomes worse the Child-like Empress requests Bastian to move back to the real world, get the book back and save Fantasia. Accidentally some Fantasia characters travel with him to reality, but get lost in different places. Meanwhile Slip and the other Nasties spread anarchy. Finally, Bastian gets support from Nicole, who begins to believe in the power of Fantasia.",data/posters/126-the-neverending-story-iii.jpeg
128,Jupiter's Wife,"Documentary, Biography, Mystery",tt0110217,"Michel Negroponte, a documentary filmmaker, meets Maggie one day in Central Park. Maggie claims to be married to the god Jupiter and the daughter of actor Robert Ryan. Michel gets to know Maggie over the next couple of years, and attempts to use her often outlandish stories as clues to reconstruct her past.",data/posters/128-jupiters-wife.jpeg
129,Pie in the Sky,"Comedy, Romance",tt0114131,A whimsical saga of a young man whose two life-consuming passions are unraveling traffic gridlock and an avant-garde dancer. A romantic comedy.,data/posters/129-pie-in-the-sky.jpeg
132,Jade,"Crime, Drama, Thriller",tt0113451,"Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the lawman emerges as a prime suspect and he has to deal with his personal feelings as well as the case.",data/posters/132-jade.jpeg
135,Down Periscope,Comedy,tt0116130,"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days. With a crew that consists only of weird guys (and a gal), he's headed against the atomic powered USS Orlando, with the mission to destroy a dummy battleship.",data/posters/135-down-periscope.jpeg
137,Man of the Year,"Comedy, Romance",tt0113756,"Mockumentary look at Playgirl Magazine centerfold and 1992 Man of the Year, Dirk Shafer, who kept it a secret from the magazine that he is gay. Most of the film is a fictionalized retelling...",data/posters/137-man-of-the-year.jpeg
140,Up Close & Personal,"Drama, Romance",tt0118055,"This is a telling of the Jessica Savitch story, the newswoman who, in the 1970's, became the ""First Woman Anchor"". Sally/Tally is taken under the wing of Warren in a Miami newsroom and becomes a news star on TV. Despite her love for Warren, she takes the big chance and moves on to Philadelphia, where he follows to rescue her faltering career at the cost of his own - as she rises he falls.",data/posters/140-up-close--personal.jpeg
141,The Birdcage,Comedy,tt0115685,"Armand Goldman owns a popular drag nightclub in South Miami Beach. His long-time lover, Albert, stars there as Starina. ""Their"" son Val (actually Armand's by his one heterosexual fling, twenty years before) comes home to announce his engagement to Barbara Keeley, daughter of Kevin Keeley, US Senator, and co-founder of the Committee for Moral Order. The Senator and family descend upon South Beach to meet Val, his father and ""mother."" What ensues is comic chaos.",data/posters/141-the-birdcage.jpeg
144,The Brothers McMullen,"Comedy, Drama, Romance",tt0112585,"This angst-filled tale of three Irish-Catholic brothers explores men's relationships with women. Three different situations are set up on parallel plotlines, with each brother facing a different kind of crisis. Their common bond as family, as well as close lifelong friends, allows them to express their feelings frankly and intimately, as they talk and discuss their concerns among each other. Jack finds himself in a marriage gone stale and under pressure to start a family that he does not yet feel ready for. Barry, dedicated to his film career and almost pathologically averse to any type of commitment in a relationship, is suddenly artistically successful and finds true love, both for the first time and both pulling him in opposite directions. Patrick is torn between his love for his religion and ethnic heritage and his love for Susan, his longtime Jewish girlfriend. Ultimately, they are all asked to resist temptation of one sort or another, with various poignant outcomes.",data/posters/144-the-brothers-mcmullen.jpeg
145,Bad Boys,"Action, Comedy, Crime, Thriller",tt0112442,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",data/posters/145-bad-boys.jpeg
146,The Amazing Panda Adventure,"Adventure, Drama, Family",tt0112342,"Young American Ryan Tyler visits his zoologist father on a panda preserve in China while on summer vacation and gets involved in the rescue of a baby panda from unscrupulous poachers who want to murder the cub's mother and sell the baby to a zoo. Ling, a young Chinese girl, and her grandfather help in the rescue which, if successful, will ultimately result in saving the reserve from being shut down by officious bureaucrats.",data/posters/146-the-amazing-panda-adventure.jpeg
147,The Basketball Diaries,"Biography, Crime, Drama, Sport",tt0112461,"Film adaptation of street tough Jim Carroll's epistle about his kaleidoscopic free fall into the harrowing world of drug addiction. As a member of a seemingly unbeatable high school basketball squad, Jim's life centers around the basketball court and the court becomes a metaphor for the world in his mind. A best friend who is dying of leukemia, a coach (""Swifty"") who takes unacceptable liberties with the boys on his team, teenage sexual angst, and an unhealthy appetite for heroin -- all of these begin to encroach on young Jim's dream of becoming a basketball star. Soon, the dark streets of New York become a refuge from his mother's mounting concern for her son. He can't go home and his only escape from the reality of the streets is heroin for which he steals, robs and prostitutes himself. Only with the help of Reggie, an older neighborhood friend with whom Jim ""picked up a game"" now and then, is he able to begin the long journey back to sanity.",data/posters/147-the-basketball-diaries.jpeg
148,An Awfully Big Adventure,"Comedy, Drama, Romance",tt0112427,"Set right after World War II, a naive teenage girl joins a shabby theatre troupe in Liverpool. During a winter production of Peter Pan, the play quickly turns into a dark metaphor for youth as she becomes drawn into a web of sexual politics and intrigue.",data/posters/148-an-awfully-big-adventure.jpeg
149,Amateur,"Comedy, Crime, Drama, Thriller",tt0109093,"Isabelle is an ex-nun waiting for her special mission from God. In the meantime, she is making a living writing pornography. She meets Thomas, a sweet, confused amnesiac who cannot remember that he used to be a vicious pornographer, responsible for turning his young wife, Sofia, into the world's most notorious porn queen. Sofia's on the run, convinced she's killed him. Together, Isabelle and Thomas set out to discover his past, a past waiting to catch up with him.",data/posters/149-amateur.jpeg
150,Apollo 13,"Adventure, Drama, History",tt0112384,"Based on the true story of the ill-fated 13th Apollo mission bound for the moon. Astronauts Lovell, Haise and Swigert were scheduled to fly Apollo 14, but are moved up to 13. It's 1970, and The US has already achieved their lunar landing goal, so there's little interest in this ""routine"" flight.. until that is, things go very wrong, and prospects of a safe return fade.",data/posters/150-apollo-13.jpeg
151,Rob Roy,"Adventure, Biography, Drama, History",tt0114287,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour.",data/posters/151-rob-roy.jpeg
152,The Addiction,"Drama, Horror",tt0112288,"Kathleen Conklin, a doctoral student in philosophy, finds herself with a new perspective on the nature of evil and humanity after being bitten by a vampire in New York City....",data/posters/152-the-addiction.jpeg
153,Batman Forever,"Action, Adventure",tt0112462,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face incorrectly believes Batman caused the courtroom accident which left him disfigured on one side; he has unleashed a reign of terror on the good people of Gotham. Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler he perfects a device for draining information from all the brains in Gotham, including Bruce Wayne's knowledge of his other identity. Batman/Wayne is/are the love focus of Dr. Chase Meridan. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin the Boy Wonder.",data/posters/153-batman-forever.jpeg
154,Belle de Jour,"Drama, Romance",tt0061395,"Severine is a beautiful young woman married to a doctor. She loves her husband dearly, but cannot bring herself to be physically intimate with him. She indulges instead in vivid, kinky, erotic fantasies to entertain her sexual desires. Eventually she becomes a prostitute, working in a brothel in the afternoons while remaining chaste in her marriage.",data/posters/154-belle-de-jour.jpeg
155,Beyond Rangoon,"Action, Adventure, Drama",tt0112495,"Laura is trying to pick up the pieces of her life after the murder of her husband and son, and goes on vacation with her sister to Burma. After losing her passport at a political rally, she is left on her own for a few days, during which time she falls in with students fighting for democracy. She and their leader, U Aung Ko, travel through Burma, whilst witnessing many bloody acts of repression by the dictatorship, in an attempt to escape to Thailand. Based on a true story.",data/posters/155-beyond-rangoon.jpeg
156,Blue in the Face,Comedy,tt0112541,"Wayne Wang's follow-up movie to Smoke presents a series of improvisational situations strung together to form a pastiche of Brooklyn's diverse ethnicity, offbeat humor, and essential humanity. Many of the same characters inhabiting Auggie Wren's Brooklyn Cigar Store in Smoke return here to expound on their philosophy of smoking, relationships, baseball, New York, and Belgian Waffles. Most of all, this is a movie about living life, off-the-cuff.",data/posters/156-blue-in-the-face.jpeg
157,Canadian Bacon,Comedy,tt0109370,"The US economy is in a rut, and so is the president's approval rating. What we need is a good war, but the Russians aren't interested. Hey -- how about that big polite country to the north? Niagara Falls Sheriff Bud B. Boomer takes this all a bit too seriously, though.",data/posters/157-canadian-bacon.jpeg
158,Casper,"Comedy, Family, Fantasy",tt0112642,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch, Fatso and Stinkie--who are determined to drive all ""fleshies"" away. Ultimately, it is up to Harvey and Kat to help the ghosts cross over to the other side.",data/posters/158-casper.jpeg
159,Clockers,"Crime, Drama, Mystery",tt0112688,"Strike is a young city drug pusher under the tutelage of drug-lord Rodney Little, who, when not playing with model trains or drinking Moo for his ulcer, just likes to chill with his brothers near the benches outside the project houses. When a night man at a fast-food restaurant is found with four bullets in his body, Strike's older brother turns himself in as the killer. Det. Rocco Klein doesn't buy the story, however, and sets out to find the truth, and it seems that all the fingers point toward Strike & Rodney.",data/posters/159-clockers.jpeg
160,Congo,"Action, Adventure, Mystery, Sci-Fi",tt0112715,"A megalomaniac C.E.O. sends his son into the dangerous African Congo on a quest for a source of diamonds large enough and pure enough to function as powerful laser communications transmitters (or is it laser weapons?). When contact is lost with his son and the team, his sometime daughter- in-law is sent after them. She is a former CIA operative and, accompanied by gee-whiz gadgetry and a few eccentric characters (including a mercenary, a researcher with a talking gorilla, and a a nutty Indiana-Jones-type looking for King Solomon's Mines), sets out to rescue her former fiancé. What they all discover is that often what we most want turns out to be the source of our downfall.",data/posters/160-congo.jpeg
161,Crimson Tide,"Action, Drama, Thriller, War",tt0112740,"When some Russian rebels takes control of some ICBM's, the Americans mobilize. Among the vessels sent is the nuclear sub, the Alabama. But before they leave they need a new X.O. and among the choices is Commander Hunter, who hasn't seen much action. But the ship's Captain, Ramsey OK's him. While on the way, there was an incident and Hunter disagreed with how Ramsey handled it, it's evident that Ramsey doesn't think much of Hunter because Hunter was college educated while Ramsey worked his way up. They're given orders to attack but when they were in the process of receiving another order, the ship's communications were damaged, so the entire message was not received. Ramsey decides to continue with their previous order while Hunter wants to reestablish contact first. That's when the two men butt heads that ends with Hunter relieving Ramsey. Later when some men die, some of the officers feel that Hunter is not up to the task so they team up to retake control. But Hunter has taken precautions.",data/posters/161-crimson-tide.jpeg
162,Crumb,"Documentary, Biography, Comedy, Drama",tt0109508,"This movie chronicles the life and times of R. Crumb. Robert Crumb is the cartoonist/artist who drew Keep On Truckin', Fritz the Cat, and played a major pioneering role in the genesis of underground comix. Through interviews with his mother, two brothers, wife, and ex-girlfriends, as well as selections from his vast quantity of graphic art, we are treated to a darkly comic ride through one man's subconscious mind. As stream-of-consciousness images incessantly flow forth from the tip of his pen, biting social satire is revealed, often along with a disturbing and haunting vision of Crumb's own betes noires and inadequacies. As his acid-trip induced images flicker across our own retinas, we gain a little insight into this complex and highly creative individual.",data/posters/162-crumb.jpeg
163,Desperado,"Action, Crime, Thriller",tt0112851,"With this sequel to his prize-winning independent previous film, ""El Mariachi,"" director Robert Rodriquez joins the ranks of Sam Peckinpah and John Woo as a master of slick, glamorized ultra-violence. We pick up the story as a continuation of ""El Mariachi,"" where an itinerant musician, looking for work, gets mistaken for a hitman and thereby entangled in a web of love, corruption, and death. This time, he is out to avenge the murder of his lover and the maiming of his fretting hand, which occurred at the end of the earlier movie. However, the plot is recapitulated, and again, a case of mistaken identity leads to a very high body count, involvement with a beautiful woman who works for the local drug lord, and finally, the inevitable face-to-face confrontation and bloody showdown.",data/posters/163-desperado.jpeg
164,Devil in a Blue Dress,"Crime, Drama, Mystery, Thriller",tt0112857,"It is 1948 in LA and Ezikeal ""Easy"" Rawlins, an African-American World War II veteran, is looking for work. At his friend's bar, he is introduced to a white man, DeWitt Albright, who is looking for someone to help him find a missing white woman assumed to be hiding somewhere in LA's Black community. This woman, Daphane Monet, happens to be the fiancée of a wealthy ""blue blood,"" Todd Carter, who is currently the favorite in the city's mayoralty race. Daphane Monet is known to frequent the Black jazz clubs in LA. Easy, innocently, accepts Albright's offer; however, he quickly finds himself amidst murder, crooked cops, ruthless politicians, and brutalizing hoodlums. This is a Chandler-esque ""who-done-it"" with an African-American theme.",data/posters/164-devil-in-a-blue-dress.jpeg
165,Die Hard with a Vengeance,"Action, Adventure, Thriller",tt0112864,"John McClane is now almost a full-blown alcoholic and is suspended from the NYPD. But when a bomb goes off in the Bonwit Teller Department Store the police go insane trying to figure out what's going on. Soon, a man named Simon calls and asks for McClane. Simon tells Inspector Walter Cobb that McClane is going to play a game called ""Simon Says"". He says that McClane is going to do the tasks he assigns him. If not, he'll set off another bomb. With the help of a Harlem electrician, John McClane must race all over New York trying to figure out the frustrating puzzles that the crafty terrorist gives him. But when a bomb goes off in a subway station right by the Federal Reserve (the biggest gold storage in the world) things start to get heated.",data/posters/165-die-hard-with-a-vengeance.jpeg
166,The Doom Generation,"Comedy, Crime, Drama",tt0112887,"Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex-and-violence-filled journey through an America of psychos and quickie marts.",data/posters/166-the-doom-generation.jpeg
168,First Knight,"Action, Adventure, Drama, Romance",tt0113071,"Lancelot lives by the sword. In fact, they're next door neighbours, so teaming up to fight for money comes pretty naturally. Lady Guinevere, on her way to marry King Arthur is ambushed by the evil Sir Malagant. Fortunately Lancelot is lurking nearby and he rescues his future queen. They fall in love, but Guinevere still fancies the idea of wearing a crown, so she honours her promise to Arthur. Can Lady Guinevere remain faithful, or will this Pretty Woman become a lady of the knight?",data/posters/168-first-knight.jpeg
169,Free Willy 2: The Adventure Home,"Adventure, Drama, Family",tt0113114,"Willy the smart and rebellious whale and Jessie the orphaned boy team up to escape Willy's captivity and horrible owner to get back to his pod. Can they succeed with the help of Annie and Glenn Jessie's foster parents, Randolph the spiritual friend of Willy and Jessie, and Rae Willy's trainer?",data/posters/169-free-willy-2-the-adventure-home.jpeg
170,Hackers,"Comedy, Crime, Drama, Thriller",tt0113243,Dade Murphy was a hacker even as a kid in Seattle. He got arrested for the computer virus that he planted and was banned from using any computer until the age of 18.Then he moves to New York to meet a group of hackers. He also falls in love with Kate Libby.,data/posters/170-hackers.jpeg
171,Jeffrey,"Comedy, Drama",tt0113464,"Jeffrey, a young gay man in New York, decides that sex is too much and decides to become celibate. He immediately meets the man of his dreams and must decide whether or not love is worth the danger of a boyfriend dying.",data/posters/171-jeffrey.jpeg
172,Johnny Mnemonic,"Action, Drama, Sci-Fi, Thriller",tt0113481,"In 2021, the whole world is connected by the gigantic Internet, and almost a half of the population is suffering from the Nerve Attenuation Syndrome (NAS).Johnny with an inplanted memory chip in his brain was ordered to transport the over loaded information from Beijing to Newark. While Pharmakom Industries supported by yakuza tries to capture him to get the informaiton back, the Low-tech group led by J-Bone tries to break the missing code to download the cure of NAS which Johnny carries.",data/posters/172-johnny-mnemonic.jpeg
173,Judge Dredd,"Action, Crime, Sci-Fi, Thriller",tt0113492,"In the year 2139, the Earth has changed into a virtually uninhabitable place called the Cursed Earth. All of the Earth's population have crowded into the cities across the planet, now known as Mega-Cities. The crimes in these Mega-Cities became so violent and so powerful, that the regular justice system was powerless to contain, then it collapsed completely. However, a new justice system came from the ashes, there were three justice systems in one (police, jury and executioner), they were called Judges. In Mega-City One (formerly, New York City), there was a Judge, named Joseph Dredd, who was the toughest and most stringent Judge in history. One day, he was charged with murder, and was tried and sentenced to life in prison because of it.",data/posters/173-judge-dredd.jpeg
174,Jury Duty,Comedy,tt0113500,"When jobless Tommy Collins discovers that sequestered jurors earn free room and board as well as $5-a-day, he gets himself assigned to a jury in a murder trial. Once there, he does everything he can to prolong the trial and deliberations and make the sequestration more comfortable for himself.",data/posters/174-jury-duty.jpeg
175,Kids,Drama,tt0113540,"Disturbing, dark, low-budget independent film about teen-agers in New York City. The story focuses on Telly (Leo Fitzpatrick), a teen who has a goal to de-flower as many virgins as he can. When one of his old encounters discovers that she is H.I.V.-positive, after only one encounter with a guy, Telly remains undaunted.",data/posters/175-kids.jpeg
176,Living in Oblivion,"Comedy, Drama",tt0113677,This ultimate tribute to all independent filmmakers takes place during one day on the set of a non-budget movie.,data/posters/176-living-in-oblivion.jpeg
177,Lord of Illusions,"Horror, Mystery, Thriller",tt0113690,"During a routine case in L.A., NY private investigator Harry D'Amour stumbles over members of a fanatic cult, who are waiting for the resurrection of their leader Nix. 13 years ago, Nix was gunned down by his best trainee Swann. In the meantime Swann is advanced to a popular illusionist like David Copperfield and is married to the charming Dorothea. She hires D'Amour to protect Swann against the evil cult members. A short time later Swann is killed by one of his own tricks and the occurrences are turning over, and it crackles between Dorothea and D'Amour.",data/posters/177-lord-of-illusions.jpeg
178,Love & Human Remains,"Drama, Comedy",tt0107447,"Set in a dreary urban landscape of Edmonton, LOVE AND HUMAN REMAINS is a dark comedy about a group of twentysomethings looking for love and meaning in the '90s. The film focuses on roommates David, a gay waiter who has has given up on his acting career, and Candy, a book reviewer who is also David's ex-lover. David and Candy's lives are entangled with those of David's friends (a busboy, a psychic dominatrix, and a misogynistic civil-servant) and Candy's dates (a male bartender and a lesbian schoolteacher). Meanwhile, a serial killer menaces the concrete and asphalt neighbourhood in which David and Candy live.",data/posters/178-love--human-remains.jpeg
179,Mad Love,"Comedy, Drama, Romance",tt0113729,"The high-school student Matt Leland lives with his twin brother and sister and his father in a house by the lake. When the teenager Casey Roberts moves to the house on the other side of the lake, Matt snoops into her room with his telescope. They meet each other and soon they fall in love with each other. One day, Matt is taking a test at school and Casey activates the fire alarm to stop the test. She is suspended and her father decides to check her into a psychiatric institution. However Matt breaks her out of the hospital. They travel in Matt's car and have lots of fun until the day Matt discovers that Casey has bipolar disorder with periods of depression and periods of elevated mood. When she tries to commit suicide, Matt realizes that she needs specialized help.",data/posters/179-mad-love.jpeg
180,Mallrats,"Comedy, Romance",tt0113749,"Brodie Bruce, a Sega and comic book obsessed college student, and his best friend, TS Quint, are both dumped by their girlfriends on the same day, and to deal with their loss, they both go to the local mall. Along the way, they meet up with some friends, including Willam, a guy who stares at Magic Eye pictures, desprately trying to see the hidden image; Gwen, one of TS's ex-girlfriends; and Jay & Silent Bob, of Clerks fame. Eventually, they decide to try and win back their significant others, and take care of their respective nemesises (TS's girlfriend's father, and a store clerk who hates the two for not having any shopping agenda).",data/posters/180-mallrats.jpeg
181,Mighty Morphin Power Rangers: The Movie,"Action, Adventure, Family, Sci-Fi, Thriller",tt0113820,"Six teenagers Tommy, Kimberly, Adam, Billy, Rocky and Aisha have discovered the power to fight the forces of evil. A giant egg is unearthed in Angel Grove. Lord Zedd and Rita Repulsa investigate the egg, and release the creature inside - Ivan Ooze, whom Zordon had trapped him inside the egg six thousand years ago. Once released, Ooze left to seek revenge on Zordon. And now Zordon in his crystalline deathbed is dying because he has no power, without the power then Zordon of Eltar will never existed. Now the fate of the universe is in their hands. But this time the Power Rangers head for a distant planet to meet up with a bikini-clad warrior babe named Dulcea who imparts ancient wisdom and power. But now that they have their powers back and becomes Power Rangers once more they will now get back to business and defeat Ivan Ooze at all costs.",data/posters/181-mighty-morphin-power-rangers-the-movie.jpeg
183,Mute Witness,"Crime, Thriller",tt0110604,"Billy Hughes, a mute makeup artist working on a slasher film being shot in Moscow, is locked in the studio after hours. While there she witnesses a brutal murder, and must first escape capture at that time, then keep from being killed before convincing authorities of what she's seen. Plot twists galore follow as Billy tries to stay alive.",data/posters/183-mute-witness.jpeg
184,Nadja,"Drama, Horror",tt0110620,"This ultra-hip, post-modern vampire tale is set in contemporary New York City. Members of a dysfunctional family of vampires are trying to come to terms with each other, in the wake of their father's death. Meanwhile, they are being hunted by Dr. Van Helsing and his hapless nephew. As in all good vampire movies, forces of love are pitted against forces of destruction.",data/posters/184-nadja.jpeg
185,The Net,"Action, Crime, Drama, Mystery, Thriller",tt0113957,"Angela Bennett's a software engineer type who works from home and has few friends outside of cyberspace. Taking her first vacation in years, she becomes embroiled in a web of computer espionage.",data/posters/185-the-net.jpeg
186,Nine Months,"Comedy, Romance",tt0113986,"Samuels life is perfect. That is, until he finds out his girlfriend is pregnant. Now he must face the issues that come with being an expecting father, in a most entertaining way.",data/posters/186-nine-months.jpeg
